Time (ms),Engagement (%)
0,0
40,0
48,0
92,0
121,1
163,2
209,2
240,3
275,3
319,3
349,4
386,4
426,5
455,6
489,6
521,7
554,8
586,8
642,8
681,8
725,9
754,10
786,10
818,11
849,12
897,12
953,12
994,13
1042,13
1082,14
1113,15
1145,16
1177,16
1218,17
1262,17
1306,17
1353,17
1395,18
1425,18
1458,18
1489,19
1538,19
1570,19
1612,20
1657,20
1698,20
1739,20
1771,21
1803,21
1833,21
1863,21
1899,21
1957,21
1989,22
2025,22
2068,22
2099,22
2147,22
2194,22
2239,22
2270,22
2317,23
2361,23
2410,23
2456,23
2489,23
2520,23
2550,23
2581,23
2613,23
2645,23
2677,23
2707,23
2738,23
2769,23
2800,23
2847,23
2888,23
2939,23
2985,23
3031,23
3079,23
3125,23
3171,23
3218,23
3264,23
3312,23
3357,23
3396,23
3435,23
3481,23
3528,23
3573,23
3620,23
3667,23
3714,23
3760,24
3806,24
3853,24
3899,24
3961,24
4007,24
4054,24
4100,24
4147,24
4194,24
4241,24
4289,24
4334,24
4381,24
4413,24
4459,24
4506,24
4552,24
4597,24
4630,24
4662,24
4693,24
4739,24
4769,24
4800,24
4832,24
4863,24
4910,24
4942,24
4988,24
5019,24
5050,24
5082,24
5113,24
5143,24
5189,24
5234,24
5281,24
5327,24
5372,24
5418,24
5465,24
5512,24
5558,24
5604,24
5649,24
5696,24
5742,24
5788,24
5835,24
5898,24
5944,24
5990,24
6038,24
6084,24
6130,24
6161,24
6208,24
6239,24
6286,24
6317,24
6349,24
6380,24
6411,24
6458,24
6488,24
6518,24
6549,24
6596,24
6643,24
6689,24
6737,24
6783,24
6831,24
6862,24
6908,24
6953,24
6993,23
7047,23
7092,23
7139,23
7185,23
7232,23
7278,23
7325,23
7370,23
7417,23
7464,23
7510,23
7571,23
7619,23
7666,23
7712,23
7759,23
7819,23
7868,23
7913,23
7959,23
8006,23
8053,23
8101,23
8146,23
8193,23
8224,23
8271,23
8317,23
8350,23
8380,23
8425,23
8457,23
8487,23
8519,23
8552,23
8583,23
8613,23
8644,23
8677,23
8706,23
8737,23
8784,23
8831,23
8862,23
8894,23
8938,23
8985,23
9033,24
9079,24
9113,24
9171,24
9218,24
9264,24
9308,24
9369,24
9417,24
9462,24
9509,24
9555,24
9601,24
9647,24
9694,24
9742,24
9788,24
9835,24
9881,24
9928,24
9974,24
10021,24
10068,24
10113,24
10145,24
10174,24
10205,24
10250,24
10296,24
10342,24
10389,24
10436,24
10483,24
10528,24
10576,24
10623,24
10671,24
10716,24
10763,24
10824,24
10871,24
10933,24
10980,24
11040,24
11087,24
11135,24
11180,24
11227,24
11273,24
11320,24
11366,24
11413,24
11459,24
11505,24
11553,24
11599,24
11630,24
11662,24
11708,24
11753,24
11784,24
11830,24
11863,24
11893,24
11940,24
11987,24
12033,24
12080,24
12125,24
12173,24
12219,24
12264,24
12310,24
12357,24
12404,24
12450,24
12498,24
12545,24
12591,24
12637,24
12682,24
12728,24
12775,24
12821,24
12866,24
12928,24
12975,24
13022,24
13054,24
13100,24
13148,24
13193,24
13239,24
13271,24
13301,24
13349,24
13378,24
13410,24
13442,24
13472,24
13504,24
13534,24
13565,24
13597,24
13628,24
13674,24
13721,24
13765,24
13812,24
13859,24
13900,24
13951,24
13999,24
14045,24
14091,24
14139,24
14184,24
14231,24
14278,24
14324,24
14372,24
14418,24
14465,24
14510,24
14557,24
14603,24
14650,24
14696,25
14753,25
14789,25
14838,25
14883,25
14930,25
14976,25
15024,25
15070,25
15116,25
15162,25
15208,25
15255,25
15317,25
15347,25
15377,25
15409,25
15456,25
15501,25
15548,25
15625,25
15673,25
15717,25
15764,25
15812,25
15858,25
15898,25
15950,25
15996,25
16042,25
16091,25
16136,25
16182,25
16228,25
16275,25
16323,25
16368,25
16415,25
16461,25
16507,25
16555,25
16601,25
16647,25
16693,25
16726,25
16771,25
16817,25
16864,25
16910,25
16958,25
16988,25
17020,25
17052,25
17083,25
17130,25
17162,25
17193,25
17225,25
17256,25
17303,25
17333,25
17381,25
17428,26
17474,26
17537,26
17569,26
17615,26
17661,26
17708,26
17738,26
17769,26
17801,26
17831,26
17863,26
17910,26
17941,26
17986,26
18034,26
18080,26
18127,26
18160,26
18205,26
18250,26
18289,26
18344,26
18392,26
18433,27
18484,27
18530,27
18577,27
18625,27
18673,27
18720,27
18765,27
18811,27
18858,27
18898,27
18950,27
18996,27
19043,27
19088,27
19134,27
19181,27
19227,27
19274,27
19320,27
19367,27
19412,27
19476,27
19521,26
19555,26
19600,26
19646,26
19693,26
19724,26
19771,26
19802,26
19847,26
19879,26
19925,26
19956,26
19988,26
20019,26
20050,26
20096,26
20141,26
20188,26
20234,26
20280,26
20326,26
20373,26
20417,26
20457,29
20489,31
20522,33
20569,34
20618,35
20659,36
20698,36
20743,36
20789,36
20833,36
20882,36
20929,37
20986,37
21039,37
21082,38
21116,38
21162,38
21208,38
21256,38
21301,38
21333,38
21381,38
21412,38
21458,38
21488,38
21519,38
21550,38
21581,38
21625,38
21667,37
21719,37
21766,37
21812,37
21859,37
21899,37
21945,37
21994,37
22047,37
22092,37
22140,37
22188,37
22234,37
22281,37
22329,37
22390,37
22452,37
22515,37
22578,37
22625,37
22688,36
22748,36
22796,36
22840,36
22887,36
22932,36
22980,36
23026,36
23072,36
23118,36
23166,36
23227,36
23273,36
23319,36
23366,36
23413,36
23459,36
23506,36
23552,36
23599,36
23630,36
23676,36
23707,36
23738,36
23769,36
23799,36
23848,36
23892,36
23923,36
23955,36
24001,36
24047,36
24082,37
24112,37
24169,37
24209,37
24267,37
24329,37
24391,37
24454,37
24517,37
24579,37
24627,37
24674,37
24720,37
24767,37
24812,37
24860,37
24901,37
24952,37
25000,37
25045,37
25092,37
25138,37
25187,37
25233,37
25280,37
25344,37
25421,37
25485,37
25578,37
25625,37
25671,37
25721,37
25767,37
25814,37
25861,37
25901,37
25945,36
26000,36
26042,36
26094,36
26140,36
26186,36
26235,36
26280,36
26328,36
26374,36
26420,36
26467,36
26514,36
26560,36
26607,36
26653,36
26698,36
26737,36
26775,36
26818,35
26867,35
26929,35
26976,35
27023,35
27070,35
27117,35
27178,35
27225,35
27271,35
27318,35
27365,35
27413,35
27460,35
27506,35
27552,35
27583,35
27636,35
27677,35
27724,35
27771,35
27802,35
27833,35
27880,35
27926,35
27958,35
28004,35
28036,35
28066,35
28097,35
28128,35
28159,35
28191,35
28223,35
28254,35
28300,35
28331,35
28363,35
28393,35
28440,35
28486,35
28531,35
28578,35
28626,35
28671,35
28717,35
28765,35
28813,35
28859,35
28901,35
28946,34
28998,34
29044,34
29091,34
29137,34
29183,34
29229,34
29276,34
29322,34
29368,34
29414,34
29461,34
29507,34
29554,34
29601,34
29648,34
29694,34
29739,34
29786,34
29834,34
29896,33
29927,33
29989,33
30020,33
30051,33
30097,33
30128,33
30163,33
30222,33
30284,33
30345,33
30423,33
30470,33
30518,33
30567,33
30612,33
30674,33
30720,33
30766,33
30813,33
30859,33
30907,33
30951,33
31000,33
31046,33
31082,33
31120,33
31171,33
31217,33
31264,33
31309,33
31356,33
31403,33
31451,33
31492,33
31543,33
31590,33
31636,33
31683,33
31744,32
31792,32
31838,32
31884,32
31925,32
31960,32
32008,32
32054,32
32100,32
32130,32
32175,32
32207,32
32240,32
32270,32
32301,32
32332,32
32364,32
32394,32
32426,32
32458,32
32488,32
32518,32
32550,32
32581,32
32611,32
32659,32
32691,32
32721,32
32752,32
32785,32
32830,32
32877,32
32923,32
32970,32
33018,32
33062,32
33110,32
33158,32
33205,32
33250,32
33297,32
33345,32
33392,32
33439,32
33484,32
33532,32
33578,32
33624,32
33659,33
33697,34
33737,34
33769,35
33809,35
33849,35
33898,36
33948,36
33988,37
34030,37
34079,37
34115,38
34163,38
34226,38
34275,39
34322,39
34370,39
34417,39
34465,39
34513,39
34576,40
34618,40
34660,40
34699,40
34746,40
34793,40
34838,40
34885,40
34927,40
34977,40
35026,40
35071,40
35117,40
35164,40
35212,40
35257,40
35304,40
35347,40
35380,40
35426,39
35473,39
35509,39
35551,39
35588,39
35642,39
35690,39
35722,38
35753,38
35793,38
35835,38
35893,38
35938,37
35986,37
36019,37
36051,37
36083,37
36130,37
36185,37
36238,36
36276,36
36331,36
36378,36
36418,36
36471,36
36518,35
36550,35
36582,35
36619,35
36673,35
36706,35
36739,35
36784,35
36815,35
36862,35
36897,34
36946,34
36987,34
37019,34
37050,34
37097,34
37129,34
37159,34
37190,34
37236,34
37282,34
37330,34
37377,34
37424,34
37470,34
37518,34
37564,34
37612,34
37658,34
37690,34
37751,34
37798,34
37845,34
37891,34
37933,34
37985,34
38032,34
38079,34
38125,34
38172,34
38219,34
38266,34
38313,34
38360,34
38407,34
38453,34
38501,34
38548,34
38611,34
38658,34
38704,34
38749,34
38796,34
38843,34
38889,34
38931,34
38982,34
39030,34
39078,34
39125,34
39172,34
39235,34
39299,34
39345,34
39393,34
39439,34
39485,34
39532,34
39579,34
39624,34
39672,34
39718,34
39765,34
39811,34
39872,34
39921,34
39967,34
40014,34
40061,34
40107,34
40154,34
40201,34
40248,34
40293,34
40340,34
40387,34
40433,34
40481,34
40527,34
40574,34
40622,34
40668,34
40713,34
40759,34
40808,34
40855,34
40916,34
40964,34
41010,34
41057,34
41103,34
41150,34
41197,34
41243,34
41289,34
41336,34
41384,34
41430,34
41477,34
41525,34
41570,34
41617,34
41662,34
41709,34
41757,34
41804,34
41851,34
41897,34
41958,34
42005,34
42053,34
42100,34
42145,34
42178,34
42208,34
42239,34
42271,34
42318,34
42349,34
42380,34
42428,34
42458,34
42489,34
42521,34
42569,34
42600,34
42646,34
42693,34
42723,34
42754,34
42786,34
42815,34
42862,34
42909,34
42955,34
43002,34
43048,34
43095,34
43142,34
43188,34
43236,34
43281,34
43327,34
43373,34
43421,34
43468,34
43513,34
43561,34
43607,34
43671,34
43718,34
43763,34
43809,34
43856,34
43903,34
43950,34
43996,34
44042,34
44088,34
44136,34
44181,34
44227,34
44274,34
44321,34
44367,34
44412,35
44457,35
44489,36
44538,36
44572,37
44618,37
44668,38
44708,38
44754,39
44793,39
44833,39
44881,40
44938,40
44977,40
45020,41
45058,41
45105,41
45154,42
45193,42
45238,42
45281,42
45329,43
45370,43
45411,44
45449,44
45491,44
45546,44
45598,45
45629,45
45659,45
45690,45
45722,45
45768,45
45814,45
45859,45
45907,45
45954,45
45995,44
46035,44
46075,44
46126,43
46171,43
46217,43
46265,42
46306,42
46355,42
46403,42
46448,42
46493,42
46541,42
46585,41
46632,41
46682,41
46724,41
46760,41
46818,40
46866,40
46915,40
46977,39
47019,39
47050,38
47085,38
47147,38
47194,38
47250,38
47289,38
47335,37
47379,37
47428,37
47476,37
47522,37
47583,37
47628,36
47660,36
47707,36
47746,36
47788,36
47831,36
47862,36
47909,36
47956,36
48000,36
48047,36
48095,36
48141,36
48188,36
48233,36
48280,36
48327,36
48374,36
48420,36
48467,36
48515,36
48562,36
48609,36
48654,36
48699,36
48748,36
48794,36
48842,36
48888,36
48934,36
48980,36
49026,36
49073,36
49119,36
49164,36
49211,36
49259,36
49304,36
49351,36
49396,36
49442,36
49474,36
49519,36
49550,36
49582,36
49613,36
49643,36
49676,36
49708,36
49738,36
49768,36
49800,36
49831,36
49877,36
49925,36
49966,36
50017,36
50063,36
50111,36
50157,36
50203,36
50250,36
50298,36
50345,36
50392,36
50437,36
50483,36
50529,36
50576,36
50623,36
50671,36
50717,36
50764,36
50811,36
50856,36
50903,36
50950,36
50996,36
51043,36
51091,36
51138,36
51186,36
51232,36
51278,36
51325,36
51372,36
51418,36
51464,36
51510,36
51555,36
51603,36
51650,36
51698,36
51745,36
51792,36
51839,36
51887,36
51933,36
51974,36
52028,36
52074,36
52121,36
52167,36
52213,36
52259,36
52306,36
52354,36
52401,36
52441,37
52473,38
52521,39
52570,39
52619,40
52659,41
52691,41
52723,42
52770,42
52801,42
52842,43
52880,43
52913,43
52970,44
53006,44
53059,45
53098,45
53129,45
53168,45
53223,46
53266,46
53307,46
53354,46
53403,47
53442,47
53491,47
53538,48
53585,48
53656,49
53702,49
53748,49
53796,49
53842,49
53881,48
53930,48
53974,47
54025,47
54075,47
54121,47
54167,47
54209,47
54259,46
54308,46
54356,46
54401,46
54440,45
54475,45
54523,45
54569,44
54619,44
54667,44
54713,44
54759,43
54801,43
54836,43
54882,43
54932,42
54977,42
55027,41
55069,41
55114,41
55165,41
55212,40
55270,40
55301,40
55349,39
55388,39
55428,39
55474,39
55523,38
55569,38
55631,38
55665,38
55708,38
55753,38
55784,38
55816,38
55848,38
55878,38
55910,38
55941,38
55972,38
56018,38
56049,38
56082,38
56113,38
56144,38
56191,38
56222,38
56269,38
56316,38
56360,38
56407,38
56453,38
56500,38
56547,38
56593,38
56639,38
56685,38
56733,38
56778,38
56825,38
56871,38
56918,38
56964,38
57009,38
57056,38
57103,38
57164,38
57210,38
57257,38
57303,38
57350,38
57396,38
57443,38
57490,38
57537,38
57583,38
57615,38
57661,38
57708,38
57738,38
57769,38
57801,38
57848,38
57878,38
57910,38
57941,38
57989,38
58019,38
58051,38
58082,38
58112,38
58160,38
58191,38
58221,38
58270,38
58301,38
58333,38
58364,38
58411,38
58441,38
58472,38
58519,38
58566,38
58596,38
58642,38
58689,38
58737,38
58783,38
58829,38
58875,38
58922,38
58970,38
59017,38
59063,38
59111,38
59155,38
59203,38
59249,38
59294,38
59342,38
59390,38
59436,38
59482,38
59529,38
59576,38
59623,38
59671,38
59718,38
59765,38
59811,38
59857,38
59904,38
59953,38
59998,38
60047,38
60092,38
60138,38
60186,38
60232,38
60278,38
60324,38
60371,38
60418,38
60464,38
60513,38
60559,38
60605,38
60653,38
60691,38
60723,37
60778,37
60822,37
60886,37
60932,37
60973,37
61009,37
61055,37
61102,37
61148,37
61196,37
61243,37
61289,37
61336,37
61382,37
61429,37
61490,37
61537,37
61568,37
61613,37
61643,37
61689,37
61737,37
61782,37
61829,37
61866,37
61922,37
61970,37
62016,37
62064,37
62123,37
62171,37
62217,37
62265,37
62312,37
62359,37
62454,37
62499,37
62546,36
62592,36
62639,36
62685,36
62732,36
62777,36
62825,36
62872,36
62920,36
62965,36
63010,36
63073,36
63117,36
63165,36
63210,36
63256,36
63304,36
63349,36
63396,36
63443,36
63489,36
63519,36
63550,36
63583,36
63614,36
63658,36
63705,36
63768,36
63800,36
63832,36
63877,36
63923,36
63971,36
64018,36
64064,36
64110,36
64157,36
64205,36
64251,36
64299,36
64344,36
64392,36
64439,36
64484,36
64533,36
64579,36
64626,36
64673,36
64719,36
64765,36
64813,36
64859,36
64907,36
64952,36
65001,36
65048,36
65093,36
65140,36
65186,36
65232,36
65278,36
65325,36
65373,36
65419,36
65465,37
65513,37
65556,37
65603,37
65651,38
65697,38
65737,38
65775,38
65822,38
65867,38
65912,38
65960,39
66007,39
66053,39
66099,39
66148,39
66195,39
66242,39
66291,39
66336,39
66383,39
