Time (ms),Engagement (%)
3,0
58,0
82,0
114,0
147,0
179,0
220,1
259,1
315,2
355,3
397,3
439,3
476,3
516,4
556,4
612,4
647,4
683,5
740,5
779,5
827,6
868,6
900,7
949,7
1003,7
1050,8
1097,8
1142,8
1188,8
1234,9
1281,9
1326,9
1373,9
1420,9
1468,10
1507,10
1556,10
1609,10
1657,11
1704,11
1748,11
1801,11
1836,12
1894,12
1942,12
1987,12
2035,12
2069,13
2100,13
2160,13
2209,13
2241,13
2288,13
2335,14
2372,14
2413,14
2476,14
2524,14
2571,14
2619,14
2665,14
2727,15
2791,15
2834,15
2886,15
2935,15
2980,15
3022,15
3074,15
3131,15
3180,15
3234,15
3276,16
3323,16
3371,16
3419,16
3464,16
3511,16
3559,16
3605,16
3654,16
3702,16
3762,16
3802,16
3856,16
3901,16
3948,16
3990,16
4041,16
4089,16
4136,16
4182,16
4227,16
4274,16
4321,16
4370,16
4418,16
4465,16
4512,16
4560,16
4604,16
4656,16
4702,16
4749,16
4796,16
4836,16
4884,17
4938,17
4987,17
5034,17
5080,17
5126,17
5174,17
5221,17
5269,17
5314,17
5361,17
5408,17
5456,17
5504,17
5550,17
5588,18
5642,18
5684,18
5736,18
5797,18
5845,18
5888,18
5935,18
5982,18
6030,18
6078,18
6125,18
6171,18
6218,18
6262,18
6310,18
6358,19
6419,19
6464,19
6509,19
6555,19
6603,19
6651,19
6695,19
6750,19
6790,19
6838,20
6885,20
6930,20
6978,20
7024,20
7072,20
7120,20
7165,20
7210,20
7258,20
7306,20
7353,20
7399,20
7447,20
7493,20
7539,20
7589,20
7637,20
7684,20
7732,20
7778,20
7825,20
7873,20
7921,20
7966,20
8014,20
8060,21
8099,21
8154,21
8196,21
8247,22
8292,22
8338,22
8387,22
8432,22
8479,22
8527,22
8575,22
8621,22
8667,22
8714,22
8762,22
8810,22
8856,22
8918,22
8966,22
9005,22
9057,22
9107,22
9152,22
9199,22
9259,22
9306,22
9358,23
9399,23
9448,23
9495,23
9542,23
9591,23
9639,23
9684,23
9732,23
9779,23
9826,23
9867,23
9922,23
9967,23
10009,23
10060,23
10107,23
10169,23
10216,23
10263,23
10309,23
10357,23
10417,23
10464,23
10512,23
10560,23
10604,23
10652,24
10712,24
10760,24
10807,24
10853,24
10900,24
