Time (ms),Engagement (%)
78,0
101,0
121,0
166,0
198,0
258,0
292,0
347,1
382,1
414,1
445,1
475,1
525,2
555,2
589,2
635,3
692,3
731,4
780,4
822,4
854,5
883,5
923,5
964,5
1014,6
1053,6
1095,6
1133,6
1171,6
1224,7
1269,7
1316,7
1381,8
1426,8
1473,8
1518,8
1565,8
1613,9
1653,9
1700,9
1750,10
1791,10
1829,10
1877,10
1916,11
1949,11
1996,11
2046,11
2092,11
2138,11
2200,12
2247,12
2292,12
2355,12
2417,12
2463,12
2508,12
2539,12
2571,12
2619,13
2654,13
2711,13
2742,13
2787,13
2821,13
2851,13
2882,13
2918,14
2960,14
3006,14
3053,14
3084,14
3133,14
3165,14
3196,14
3227,14
3259,14
3308,15
3369,15
3417,15
3462,15
3517,15
3556,15
3585,15
3633,15
3665,15
3696,15
3726,15
3757,15
3789,15
3819,15
3851,15
3898,15
3928,15
3960,15
4007,15
4039,15
4070,15
4102,15
4149,15
4178,15
4225,15
4269,15
4316,15
4362,15
4409,15
4456,15
4504,15
4552,15
4600,15
4644,15
4692,15
4739,15
4786,15
4834,15
4880,15
4927,15
4974,15
5019,15
5067,15
5112,15
5159,15
5207,15
5253,15
5300,15
5346,15
5393,15
5440,15
5485,15
5532,15
5577,15
5624,15
5671,15
5718,15
5764,15
5811,15
5858,15
5903,15
5952,15
5992,15
6028,15
6074,15
6120,15
6168,15
6215,15
6262,15
6308,15
6355,15
6402,15
6448,15
6494,15
6540,15
6587,15
6620,15
6651,15
6698,15
6742,15
6773,15
6804,15
6851,15
6896,15
6943,15
6989,15
7036,15
7082,15
7129,15
7175,15
7222,15
7271,15
7317,15
7365,15
7412,15
7459,15
7504,15
7554,15
7600,15
7631,15
7663,15
7694,15
7741,15
7773,15
7819,15
7865,15
7911,15
7960,15
7999,15
8051,15
8096,15
8143,15
8190,15
8238,15
8284,15
8330,15
8377,15
8424,15
8471,15
8518,15
8563,15
8611,15
8658,15
8705,15
8751,15
8797,15
8843,15
8890,15
8937,15
8983,15
9030,15
9077,15
9124,15
9170,15
9218,15
9266,15
9313,15
9359,15
9406,15
9451,15
9498,15
9545,15
9592,15
9641,15
9688,15
9734,15
9781,15
9827,15
9873,15
9915,15
9967,15
10028,15
10075,15
10137,15
10184,15
10232,15
10277,15
10339,15
10385,15
10432,15
10478,15
10509,15
10556,15
10586,15
10617,15
10664,15
10695,15
10740,15
10788,15
10835,15
10881,15
10942,15
10990,15
11035,15
11081,15
11128,15
11166,15
11221,15
11268,15
11316,15
11362,15
11407,15
11455,15
11501,15
11548,15
11596,15
11636,15
11691,16
11736,16
11783,16
11831,16
11879,16
11942,16
11999,16
12050,16
12097,16
12143,16
12191,16
12237,16
12284,16
12330,16
12377,16
12425,16
12470,16
12518,16
12563,16
12610,16
12658,16
12704,15
12753,15
12799,15
12833,15
12873,15
12885,15
12933,15
12964,15
13011,15
13057,15
13105,15
13151,15
13182,15
13213,15
13243,15
13291,15
13337,15
13369,15
13401,15
13431,15
13462,15
13509,15
13556,15
13603,15
13649,15
13695,15
13742,15
13789,15
13835,15
13882,15
13929,15
13975,15
14020,15
14068,15
14115,15
14157,15
14205,15
14248,15
14302,15
14343,15
14390,15
14443,15
14486,15
14536,15
14582,15
