Time (ms),Engagement (%)
58,0
105,0
153,0
199,0
244,0
291,0
339,0
385,0
432,0
480,0
526,0
573,0
620,0
655,1
684,1
714,2
757,3
809,3
855,3
901,3
946,3
992,3
1040,3
1086,3
1132,3
1179,3
1225,3
1274,3
1319,3
1360,3
1408,4
1458,5
1508,5
1553,5
1600,5
1647,5
1687,5
1735,5
1786,6
1835,6
1881,6
1928,6
1975,6
2021,6
2069,6
2117,6
2162,6
2209,6
2256,7
2302,7
2349,7
2395,8
2439,8
2489,8
2536,8
2575,9
2629,9
2671,9
2723,10
2771,10
2816,10
2863,11
2909,11
2956,11
2998,11
3050,11
3096,11
3137,12
3190,12
3236,12
3283,12
3331,12
3372,12
3426,12
3471,12
3518,12
3564,12
3611,12
3658,12
3704,13
3750,13
3797,14
3844,14
3888,14
3938,14
3986,14
4033,14
4080,14
4127,14
4174,14
4221,14
4269,14
4315,14
4362,14
4408,14
4455,14
4502,14
4548,14
4594,14
4641,14
4688,14
4734,14
4780,14
4828,14
4876,14
4922,14
4969,14
5015,14
5062,14
5108,14
5155,14
5201,15
5247,15
5295,15
5341,15
5389,15
5435,15
5482,15
5528,15
5575,15
5622,15
5670,15
5715,16
5761,16
5809,16
5855,16
5917,16
5980,17
6041,17
6089,17
6135,17
6168,17
6230,17
6292,17
6355,17
6403,17
6450,17
6496,17
6544,17
6591,17
6636,17
6699,17
6747,17
6807,17
6871,17
6933,17
6994,17
7041,17
7103,17
7152,17
7213,17
7277,17
7322,17
7368,17
7415,17
7461,17
7507,17
7541,17
7591,17
7608,17
7648,17
7696,17
7744,17
7790,17
7835,17
7882,17
7929,17
7975,17
8021,17
8067,17
8115,18
8162,18
8209,18
8256,18
8300,19
8347,19
8395,19
8442,19
8486,20
8533,20
8582,20
8628,20
8675,20
8721,20
8768,20
8816,20
8863,21
8910,21
8958,21
9004,21
9050,21
9099,21
9146,21
9193,21
9239,21
9286,21
9333,21
9380,21
9425,21
9471,21
9518,20
9571,20
9626,20
9688,20
9734,20
9781,20
9816,19
9875,19
9922,19
9969,19
10031,19
10078,19
10126,19
10188,19
10235,19
10283,19
10328,19
10376,19
10421,19
10469,19
10517,19
10563,19
10609,19
10655,19
10702,19
10749,19
10796,19
10843,19
10891,19
10937,19
10986,19
11029,19
11076,19
11124,19
11171,19
11219,19
11265,19
11310,19
11357,19
11405,19
11451,19
11498,19
11545,19
11590,19
11639,19
11685,19
11733,19
11780,19
11827,19
11873,19
11920,19
11967,19
12015,19
12062,19
12109,19
12155,19
12202,19
12243,20
12290,20
12331,20
12386,20
12433,21
12480,21
12523,21
12574,22
12622,22
12668,22
12713,22
12760,22
12806,22
12854,23
12901,23
12940,23
12995,23
13043,23
13090,23
13137,23
13179,23
13228,24
13276,24
13323,24
13370,24
13416,24
13456,24
13509,24
13556,24
13601,24
13648,24
13694,25
13742,25
13789,25
13837,25
13884,25
13929,25
13976,25
14024,25
14071,25
14118,25
14164,25
14210,25
14256,25
14303,24
14350,24
14397,24
14446,24
14493,24
14513,24
14568,24
14613,24
14667,24
14731,24
14793,24
14854,24
14903,24
14955,24
15011,24
15060,25
15122,25
15184,25
15247,26
15295,26
15348,27
15390,27
15447,27
15495,27
15541,27
15578,28
15635,28
15682,28
15728,28
15775,28
15822,28
15868,28
15903,28
15959,29
15998,29
16054,29
16100,29
16147,29
16194,29
16239,29
16285,29
16333,29
16379,29
16425,29
16472,29
16519,29
16564,29
16610,29
16657,29
16703,29
16750,30
16797,30
16845,30
16890,30
16936,30
16983,30
17029,30
17077,30
17123,30
17169,30
17217,30
17263,30
17310,30
17356,30
17404,30
17457,29
17513,29
17565,29
17621,29
17667,29
17712,29
17759,29
17806,29
17854,29
17901,29
17947,29
17993,29
18040,29
18087,29
18128,29
18181,29
18228,29
18274,29
18322,29
18368,28
18410,28
18461,28
18507,28
18555,28
18601,28
18647,28
18695,28
18740,28
18787,28
18833,28
18880,28
18925,28
18967,28
19019,28
19065,28
19112,27
19159,27
19206,27
19252,27
19298,27
19347,27
19392,27
19438,27
19485,27
19532,27
19577,27
19623,27
19670,27
19716,27
19763,27
19812,27
19858,27
19906,27
19953,27
20000,27
20045,27
20091,27
20140,27
20186,27
20232,27
20279,27
20325,27
20387,27
20435,27
20482,27
20529,27
20591,27
20653,27
20700,27
20761,27
20809,27
20856,27
20917,27
20965,27
21010,27
21057,27
21119,27
21166,27
21215,27
21277,27
21322,27
21368,27
21417,27
21463,27
21511,27
21556,27
21603,27
21650,27
21697,27
21743,27
21790,27
21838,27
21885,27
21933,27
21979,27
22027,27
22074,27
22120,27
22167,27
22213,27
22260,27
22307,27
22351,27
22399,27
22446,27
22493,27
22539,27
22585,27
22631,27
22678,27
22727,27
22774,27
22820,27
22868,27
22913,27
22961,27
23007,27
23052,27
23101,27
23149,27
23194,27
23240,27
23286,27
23332,27
23379,27
23426,27
23473,27
23520,27
23568,27
23613,27
23660,27
23708,27
23754,27
23801,27
23849,27
23897,27
23943,28
23990,28
24037,28
24080,29
24131,29
24179,29
24225,29
24271,29
24317,30
24357,30
24410,31
24458,31
24501,31
24549,31
24596,32
24638,32
24689,32
24735,32
24781,32
24828,32
24873,33
24919,33
24967,33
25014,34
25060,34
25113,34
25157,34
25215,35
25277,35
25311,35
25372,35
25434,35
25495,35
25542,35
25604,35
25650,35
25697,35
25744,35
25789,35
25837,35
25881,35
25921,34
25973,34
26021,34
26087,33
26148,33
26210,33
26272,32
26334,32
26381,32
26444,32
26491,32
26537,32
26583,32
26630,31
26672,31
26723,31
26772,31
26819,31
26866,31
26911,30
26956,30
27003,30
27053,30
27057,30
27104,30
27141,30
27189,30
27235,30
27277,31
27321,31
27364,32
27416,33
27463,34
27508,34
27550,35
27600,36
27653,36
27700,37
27743,38
27793,38
27835,39
27888,39
27935,39
27979,40
28026,40
28074,40
28118,40
28165,40
28214,41
28259,41
28306,41
28352,41
28400,42
28445,42
28493,42
28539,42
28584,42
28631,42
28679,42
28726,42
28772,42
28820,42
28866,42
28911,42
28958,42
29005,42
29052,42
29099,42
29145,42
29191,42
29237,42
29286,42
29333,42
29378,43
29426,43
29472,44
29519,44
29580,44
29642,44
29687,44
29736,44
29797,44
29844,44
29891,44
29936,44
29984,44
30031,44
30077,44
30124,44
30172,44
30218,44
30265,44
30312,44
30358,44
30405,44
30451,44
30498,44
30545,44
30592,44
30638,44
30686,44
30732,44
30779,44
30827,43
30873,43
30919,43
30967,43
31013,43
31063,43
31097,42
31154,42
31200,42
31246,42
31293,42
31339,42
31386,42
31432,42
31476,41
31527,41
31573,41
31620,41
31661,40
31712,40
31755,40
31805,40
31848,40
31894,39
31943,39
31992,39
32037,39
32083,39
32131,39
32178,38
32224,38
32272,38
32318,38
32365,38
32412,37
32458,37
32505,37
32553,37
32600,37
32647,37
32692,37
32738,37
32785,37
32832,37
32879,37
32925,37
32972,37
33018,36
33071,36
33125,36
33172,36
33218,36
33266,36
33313,36
33360,36
33406,36
33452,36
33499,36
33545,36
33592,36
33639,36
33685,36
33733,36
33779,36
33826,36
33874,36
33922,36
33969,36
34015,36
34062,36
34109,36
34148,35
34205,35
34267,35
34313,35
34360,35
34407,35
34452,35
34498,35
34545,35
34591,35
34640,35
34686,35
34733,35
34780,35
34827,35
34874,35
34919,35
34967,35
35013,35
35060,35
35108,35
35154,35
35201,35
35247,35
35294,35
35341,35
35388,35
35435,35
35480,35
35528,35
35575,35
35623,35
35670,35
35717,35
35763,35
35809,35
35857,35
35904,35
35949,35
35996,35
36043,35
36088,35
36135,35
36181,35
36227,35
36275,35
36320,35
36367,35
36414,35
36460,35
36509,35
36555,35
36602,35
36648,35
36694,35
36744,35
36789,35
36836,35
36884,35
36932,35
36978,35
37026,35
37073,35
37120,35
37168,35
37215,35
37261,35
37310,35
37357,35
37403,35
37448,35
37494,35
37542,35
37588,35
37630,36
37682,36
37728,36
37771,36
37821,36
37868,37
37914,37
37961,37
38010,37
38056,37
38104,37
38150,37
38198,38
38243,38
38291,38
38338,38
38385,38
38430,38
38478,38
38523,38
38571,38
38615,39
38665,39
38712,39
38759,39
38801,39
38855,39
38901,39
38948,39
38996,39
39041,39
39088,39
39134,39
39180,39
39228,39
39269,39
39324,40
39370,40
39416,40
39463,40
39511,40
39557,40
39603,40
39650,40
39697,40
39745,40
39790,40
39837,40
39884,40
39931,40
39978,40
40026,40
40073,40
40118,40
40164,40
40212,40
40260,40
40307,40
40352,40
40399,39
40445,39
40492,39
40538,39
40585,39
40632,38
40679,38
40725,38
40772,38
40819,38
40866,38
40912,38
40957,38
41004,38
41050,37
41097,37
41159,37
41207,37
41268,36
41315,36
41361,36
41409,36
41459,35
41504,35
41564,35
41628,35
41689,35
41737,35
41800,35
41846,35
41895,35
41947,35
42001,35
42049,35
42094,35
42141,34
42187,34
42233,34
42281,34
42322,34
42374,34
42420,34
42467,34
42514,34
42559,34
42608,34
42655,34
42701,34
42748,34
42794,34
42841,34
42887,34
42936,34
42983,34
43025,33
43075,33
43121,33
43168,33
43215,33
43262,33
43308,33
43354,33
43401,33
43449,33
43496,33
43542,33
43588,33
43634,33
43681,33
43728,33
43775,33
43822,33
43868,33
43916,33
43962,33
44008,33
44055,33
44102,33
44150,33
44195,33
44242,33
44289,33
44335,33
44383,33
44429,33
44476,33
44523,33
44569,33
44616,33
44664,33
44712,33
44757,33
44803,33
44850,33
44896,33
44943,33
44991,33
45037,33
45084,33
45132,33
45177,33
45224,33
45272,33
45318,33
45364,33
45411,33
45459,33
45504,33
45552,33
45598,33
45646,33
45693,33
45740,33
45785,33
45832,33
45881,33
45927,33
45973,33
46020,33
46068,33
46114,33
46161,33
46210,33
46256,33
46302,33
46350,33
46396,33
46442,33
46489,33
46536,33
46596,33
46658,33
46721,33
46783,33
46845,33
46891,33
46937,33
46986,33
47031,33
47079,33
47126,33
47173,33
47212,34
47256,34
47303,34
47357,35
47405,35
47452,35
47488,35
47544,36
47593,36
47639,36
47684,36
47732,37
47770,37
47824,37
47868,37
47911,38
47966,38
48006,38
48058,38
48098,38
48151,39
48198,39
48245,39
48293,39
48339,39
48388,39
48433,39
48481,39
48528,40
48576,40
48616,40
48664,41
48716,41
48761,41
48803,41
48855,42
48902,42
48948,42
48991,42
49042,42
49088,42
49135,42
49182,42
49228,42
49275,42
49321,42
49367,42
49414,42
49461,42
49507,42
49554,42
49601,42
49647,42
49694,42
49740,42
49788,42
49835,41
49881,41
49927,40
49973,40
50021,39
50066,39
50114,39
50161,39
50207,38
50255,38
50300,38
50348,37
50395,37
50441,37
50489,36
50535,36
50582,35
50629,35
50675,35
50736,35
50790,34
50844,34
50890,34
50936,33
50972,33
51020,33
51074,33
51123,33
51169,33
51216,33
51263,33
51309,33
51356,33
51403,33
51451,33
51498,33
51544,33
51590,33
51637,33
51683,33
51731,33
51777,33
51824,33
51870,33
51917,33
51965,33
52011,33
52057,33
52103,33
52150,33
52198,33
52244,33
52291,33
52339,33
52384,33
52431,33
52478,33
52524,33
52570,33
52617,33
52664,33
52709,33
52757,33
52803,33
52850,33
52897,33
52943,33
52992,33
53038,33
53085,33
53130,33
53176,33
53225,33
53271,33
53317,33
53363,33
53409,33
53458,33
53505,33
53552,33
53598,33
53645,33
53693,33
53738,33
53784,33
53832,33
53878,33
53926,33
53972,33
54019,33
54066,33
54114,33
54160,33
54209,33
54255,33
54301,33
54347,33
54394,33
54441,33
54488,33
54534,33
54580,33
54643,33
54704,33
54762,33
54812,33
54860,33
54922,33
54969,33
55030,33
55078,33
55124,33
55189,33
55247,33
55288,34
55331,35
55386,35
55432,36
55484,36
55539,37
55594,37
55651,38
55692,38
55750,39
55806,39
55849,40
55894,40
55952,41
56013,41
56075,41
56131,41
56179,42
56228,42
56274,42
56326,42
56388,43
56452,43
56512,43
56559,43
56608,43
56654,43
56699,43
56747,43
56795,43
56840,43
56887,43
56933,43
56979,43
57026,42
57072,42
57116,42
57164,42
57212,42
57258,41
57302,41
57348,41
57396,41
57443,41
57489,40
57536,40
57583,40
57629,40
57676,40
57724,39
57771,39
57816,39
57863,39
57924,38
57972,38
58028,38
58072,38
58116,37
58163,37
58215,37
58265,36
58312,36
58349,36
58398,36
58453,36
58493,36
58541,35
58592,35
58638,35
58700,35
58747,34
58794,34
58840,34
58887,34
58933,34
58979,34
59026,33
59073,33
59115,33
59163,33
59209,33
59259,32
59308,32
59354,32
59400,32
59446,32
59490,32
59540,32
59586,32
59634,31
59682,31
59727,31
59774,31
59818,31
59868,31
59916,30
59957,30
60009,30
60056,30
60102,30
60149,30
60195,30
60241,30
60288,30
60334,30
60380,30
60426,30
60472,30
60535,30
60596,30
60658,30
60718,30
60782,30
60845,30
60906,30
60969,30
61032,30
61094,30
61154,30
61201,30
61249,30
61296,30
61342,30
61404,30
61450,30
61497,30
61544,30
61591,30
61638,30
61684,30
61731,30
61778,30
61826,30
61873,30
61918,30
61965,30
62012,30
62057,30
62104,30
62151,30
62198,30
62244,30
62291,30
62339,30
62384,30
62431,30
62478,30
62526,30
62571,30
62619,30
62664,30
62709,29
62755,29
62801,29
62848,29
62894,29
62942,29
62988,29
63036,29
63082,29
63129,29
63176,29
63223,29
63269,29
63316,29
63363,29
63409,29
63471,29
63534,29
63596,29
63659,29
63736,29
63799,29
63861,29
63922,29
63984,29
64047,29
64109,29
64170,29
64217,29
64279,29
64325,29
64372,29
64420,29
64466,29
64513,29
64574,29
64621,29
64669,29
64716,29
64762,29
64809,29
64855,29
64903,29
64948,29
64994,29
64997,29
65026,29
65058,29
65116,29
65179,29
65224,29
65271,29
65317,29
65364,29
65411,29
65457,29
65503,29
65551,29
65598,29
65644,29
65690,29
65737,29
65783,29
65830,29
65876,29
65923,29
65970,29
66018,29
66064,29
66109,29
66157,29
66203,29
66250,29
66298,29
66344,29
66391,29
66437,29
66485,29
66531,29
66579,29
66627,29
66672,29
66720,29
66764,29
66810,29
66856,29
66904,29
66951,29
66998,29
67046,29
67092,29
67139,29
67144,29
67206,29
67217,29
67276,29
67338,29
67399,29
67461,29
67523,29
67586,29
67647,29
67710,29
67771,29
67834,29
67899,29
67961,29
68022,29
68086,29
68132,29
68178,29
68224,29
68271,29
68318,29
68365,29
68412,29
68458,29
68504,29
68550,29
68596,29
68644,29
68690,29
68736,29
68783,29
68830,29
68878,29
68923,29
68969,29
69016,29
69063,29
69111,29
69158,29
69206,29
69251,29
69298,29
69345,29
69391,29
69437,29
69484,29
69531,29
69578,29
69626,29
69672,29
69717,29
69764,29
69812,29
69858,29
69904,29
69951,29
69996,29
70042,29
70104,29
70165,29
70212,29
70273,29
70321,29
70369,29
70415,29
70479,29
70542,29
70604,29
70666,29
70730,29
70791,29
70854,29
70916,29
70979,29
71041,29
71103,29
71150,29
71197,29
71259,29
71304,29
71351,29
71399,29
71444,29
71491,29
71539,29
71585,29
71634,29
71680,29
71726,29
71773,29
71819,29
71866,29
71912,29
71958,29
72006,29
72047,29
72094,30
72146,30
72194,30
72233,31
72288,31
72334,31
72377,31
72428,32
72475,32
72514,32
72567,33
72614,33
72657,33
72703,34
72756,34
72801,34
72848,35
72889,35
72936,35
72983,36
73032,36
73082,36
73127,37
73174,37
73221,37
73267,37
73315,37
73360,37
73410,38
73457,38
73498,38
73544,39
73596,39
73642,39
73688,39
73730,39
73783,40
73830,40
73877,40
73924,40
73971,41
74017,41
74063,41
74110,41
74156,41
74202,41
74250,41
74296,41
74343,41
74389,41
74434,41
74481,41
74528,41
74575,41
74622,41
74669,41
74729,41
74790,41
74838,41
74886,41
74947,41
74981,41
75040,41
75087,41
75134,41
75179,41
75228,41
75274,41
75318,41
75364,41
75412,41
75458,41
75504,41
75546,41
75597,41
75645,41
75692,41
75738,41
75784,41
75832,41
75880,41
75925,41
75971,41
76019,41
76065,41
76112,41
76159,41
76205,41
76253,41
76299,41
76346,41
76394,41
76440,41
76487,41
76528,40
76580,40
76628,40
76675,40
76722,40
76769,40
76815,40
76862,40
76909,40
76955,40
77002,40
77046,40
77094,40
77141,40
77188,40
77233,40
77281,40
77328,40
77376,40
77422,40
77470,40
77517,40
77564,40
77611,40
77659,40
77706,40
77753,40
77798,40
77846,40
77891,40
77936,40
77982,40
78029,40
78077,40
78123,40
78170,40
78216,40
78262,40
78324,40
78388,40
78433,40
78481,40
78527,40
78574,40
78635,40
78698,40
78744,40
78791,40
78841,40
78899,40
78947,40
78992,40
79038,40
79085,40
79126,40
79177,40
79224,40
79272,39
79318,39
79365,39
79411,39
79458,39
79505,39
79551,39
79597,39
79646,39
79692,39
79739,39
79785,39
79832,39
79879,39
79926,39
79973,39
80019,39
80067,39
80112,39
80158,39
80203,39
80251,39
80298,39
80346,39
80391,39
80437,39
80484,39
80530,39
80577,39
80623,39
80670,39
80718,39
80765,39
80812,39
80858,39
80906,39
80953,39
81000,39
81047,39
81094,39
81141,39
81186,39
81233,39
81282,39
81328,39
81374,39
81420,39
81467,39
81513,39
81560,39
81607,39
81654,39
81700,39
81747,39
81793,39
81841,39
81888,39
81935,39
81982,39
82027,39
82076,39
82122,39
82168,39
82217,39
82262,39
82308,39
82369,39
82431,39
82478,39
82526,39
82573,39
82619,39
82665,39
82712,39
82752,39
82801,39
82849,39
82889,39
82946,39
82992,39
83039,39
83085,39
83131,39
83178,39
83226,39
83271,39
83318,39
83365,39
83410,39
83459,39
83505,39
83552,39
83599,39
83637,38
83692,38
83738,38
83785,38
83832,38
83879,38
83926,38
83973,38
84018,38
84066,38
84113,38
84159,38
84205,38
84251,38
84297,38
84343,38
84390,38
84438,38
84484,38
84532,38
84579,38
84627,38
84673,38
84718,38
84765,38
84812,38
84862,38
84908,38
84955,38
85001,38
85047,38
85095,38
85142,38
85188,38
85234,38
85280,37
85328,37
85375,36
85422,36
85468,36
85514,36
85560,36
85607,36
85654,36
85701,36
85747,36
85796,36
85842,36
85890,36
85936,36
85983,36
86028,36
86075,36
86122,36
86169,36
86216,36
86263,36
86309,36
86370,36
86432,36
86494,36
86541,36
86589,36
86651,36
86697,36
86743,36
86789,36
86837,36
86884,36
86946,36
86993,36
87030,36
87080,35
87134,35
87181,35
87227,35
87273,35
87319,35
87366,35
87413,35
87459,35
87506,35
87553,35
87599,35
87645,35
87693,35
87740,35
87785,35
87832,35
87881,35
87926,35
87975,35
88021,35
88068,35
88101,35
88143,35
88190,35
88220,35
88251,35
88298,35
88344,35
88392,35
88439,35
88487,35
88533,35
88580,35
88627,35
88673,35
88720,35
88766,35
