Time (ms),Engagement (%)
80,0
116,0
126,0
157,0
194,1
233,1
264,1
295,2
328,2
361,3
409,4
458,5
506,5
546,6
578,6
617,7
656,8
705,9
745,9
792,9
839,9
886,10
921,10
961,10
1017,10
1065,11
1113,11
1161,12
1212,12
1259,12
1305,12
1347,12
1393,13
1437,13
1476,13
1523,14
1569,14
1611,14
1665,14
1711,14
1770,15
1818,15
1865,15
1911,15
1958,15
2009,15
2051,15
2105,16
2144,16
2188,16
2224,16
2266,16
2298,16
2348,17
2395,17
2442,17
2488,17
2538,17
2582,17
2630,17
2692,17
2740,17
2786,17
2834,17
2880,17
2927,18
2970,18
3006,18
3054,18
3100,18
3147,18
3194,18
3240,18
3286,18
3333,18
3380,18
3427,18
3473,18
3519,18
3577,18
3613,18
3657,19
3690,19
3738,19
3780,19
3815,20
3861,20
3905,20
3940,20
4001,20
4032,20
4063,20
4110,20
4157,20
4189,20
4235,20
4266,20
4298,20
4345,20
4390,20
4423,20
4454,20
4484,20
4530,20
4576,20
4616,20
4654,20
4686,20
4718,20
4764,20
4795,20
4827,20
4858,20
4905,20
4952,20
4993,20
5029,20
5060,20
5107,20
5153,20
5200,20
5248,20
5280,20
5311,20
5357,20
5403,20
5448,20
5495,20
5543,20
5590,20
5635,20
5682,20
5728,20
5776,20
5821,20
5859,20
5890,20
5920,20
5953,20
5986,20
6039,20
6085,20
6133,20
6180,20
6226,20
6287,20
6333,20
6379,20
6427,21
6475,21
6521,21
6568,21
6611,21
6657,21
6692,21
6738,21
6784,21
6831,21
6879,21
6927,21
6973,21
7019,21
7065,21
7112,21
7159,21
7204,21
7252,21
7283,21
7314,21
7344,21
7375,21
7406,21
7435,21
7466,21
7498,21
7545,21
7591,21
7637,21
7684,21
7730,21
7777,21
7823,21
7870,21
7917,21
7964,21
8005,21
8057,21
8104,21
8150,21
8196,21
8232,21
8266,20
8305,20
8352,20
8399,20
8446,20
8493,20
8539,20
8586,20
8634,20
8680,20
8725,20
8773,20
8819,20
8866,20
8913,20
8959,20
9001,20
9037,20
9083,20
9130,20
9177,20
9224,20
9270,20
9317,20
9363,20
9411,20
9459,20
9506,20
9553,20
9600,20
9647,20
9692,20
9739,20
9786,20
9832,20
9879,20
9926,20
9973,20
10020,20
10065,20
10112,20
10158,20
10205,20
10250,20
10282,20
10313,20
10346,20
10391,20
10422,20
10452,20
10484,20
10514,20
10546,20
10576,20
10607,20
10639,20
10672,20
10702,20
10733,20
10778,20
10825,20
10872,20
10919,20
10952,20
10983,20
11029,20
11074,20
11121,20
11166,20
11214,20
11260,20
11307,20
11355,20
11402,20
11448,20
11495,20
11541,20
11587,20
11635,20
11681,20
11728,20
11775,20
11821,20
11867,20
11914,20
11961,20
12002,20
12054,20
12102,20
12148,20
12193,20
12241,20
12289,20
12336,20
12384,20
12431,20
12475,20
12522,20
12569,20
12616,20
12663,20
12710,20
12757,20
12803,20
12850,20
12895,20
12943,20
12988,20
13036,20
13083,20
13128,20
13176,20
13223,20
13268,20
13316,20
13362,20
13408,20
13455,20
13502,20
13549,20
13595,20
13641,20
13672,20
13704,20
13751,20
13783,20
13813,20
13859,20
13890,20
13921,20
13968,20
13998,20
14030,20
14065,21
14123,21
14154,21
14200,21
14247,21
14294,21
14341,21
14387,21
14434,21
14479,21
14525,21
14572,21
14618,21
14665,21
14712,21
14759,21
14805,21
14851,21
14897,21
14945,21
14991,21
15039,21
15086,21
15132,21
15178,21
15224,21
15272,21
15318,21
15365,21
15412,21
15458,21
15505,21
15552,21
15598,21
15646,21
15693,21
15740,21
15787,21
15834,21
15879,21
15927,21
15973,21
16020,21
16067,21
16113,21
16160,21
16207,21
16253,21
16301,21
16347,21
16394,21
16440,21
16488,21
16536,21
16582,21
16628,21
16675,21
16721,21
16753,22
16803,23
16846,24
16889,25
16921,26
16953,27
16986,29
17032,30
17081,31
17128,32
17175,33
17227,33
17267,33
17312,34
17361,34
17424,34
17470,35
17502,35
17545,35
17592,35
17626,35
17674,36
17721,36
17766,36
17798,36
17844,36
17875,36
17922,36
17954,36
17985,36
18016,36
18065,36
18114,37
18156,37
18194,37
18237,37
18280,37
18321,37
18369,38
18417,38
18451,38
18482,38
18528,38
18571,38
18608,38
18644,38
18699,38
18737,38
18791,38
18839,38
18885,38
18933,38
18980,39
19025,39
19065,39
19112,39
19165,39
19211,40
19257,40
19304,40
19351,40
19397,40
19442,40
19489,40
19537,40
19579,39
19614,39
19661,39
19707,39
19753,39
19799,39
19846,39
19893,39
19939,39
19985,39
20032,39
20064,39
20095,39
20142,39
20174,39
20221,39
20267,39
20315,39
20360,39
20409,39
20452,38
20482,38
20523,38
20566,38
20612,38
20672,38
20703,38
20750,38
20782,38
20819,38
20860,38
20907,38
20953,38
20984,38
21014,38
21045,38
21076,38
21108,38
21139,38
21185,37
21217,37
21248,37
21279,37
21310,37
21341,37
21373,37
21419,37
21466,37
21499,37
21530,37
21576,37
21608,37
21639,37
21685,37
21717,37
21755,37
21809,37
21851,37
21889,37
21920,37
21952,37
21997,37
22032,37
22091,37
22137,37
22183,37
22217,36
22261,36
22296,36
22331,36
22385,36
22433,36
22478,36
22524,36
22572,36
22617,36
22665,36
22712,36
22755,36
22806,36
22852,36
22898,36
22947,36
22993,36
23039,36
23086,36
23133,36
23195,36
23242,36
23288,36
23335,36
23381,36
23427,36
23474,36
23521,36
23569,36
23614,36
23660,36
23708,36
23754,36
23801,35
23863,35
23910,35
23956,35
23998,35
24033,35
24080,35
24128,35
24176,35
24222,35
24250,36
24295,36
24322,36
24358,36
24404,36
24451,36
24498,36
24545,36
24605,36
24652,36
24700,36
24748,36
24810,36
24871,36
24916,36
24963,36
25010,36
25058,36
25105,36
25152,36
25200,36
25246,36
25293,36
25337,36
25383,36
25429,36
25476,36
25519,36
25570,37
25615,38
25663,38
25705,40
25751,41
25799,44
25847,46
25895,47
25943,49
25985,50
26037,51
26087,52
26130,52
26177,52
26225,52
26273,52
26320,52
