Time (ms),Engagement (%)
0,0
35,0
41,0
87,0
104,0
151,0
182,0
227,0
259,0
290,0
335,0
367,0
396,0
426,0
458,0
487,0
518,0
551,0
582,0
613,0
659,0
703,0
741,1
791,1
841,1
879,1
907,1
939,1
981,1
1027,2
1072,2
1120,2
1166,2
1212,2
1254,2
1300,3
1337,3
1382,3
1429,3
1469,4
1506,4
1548,4
1587,4
1618,4
1650,4
1695,5
1726,5
1758,5
1810,6
1850,6
1879,7
1912,7
1944,8
1988,8
2036,8
2072,9
2120,10
2169,10
2223,11
2256,11
2301,11
2347,11
2393,11
2434,11
2486,12
2533,12
2579,12
2617,12
2658,12
2720,12
2760,12
2812,12
2859,12
2906,12
2952,12
2998,13
3044,13
3090,13
3145,13
3181,13
3229,14
3290,14
3336,14
3383,14
3445,14
3491,14
3537,14
3569,14
3601,15
3646,15
3678,15
3717,15
3755,15
3802,15
3831,15
3863,15
3893,15
3924,15
3955,15
3985,15
4017,15
4048,15
4090,15
4141,15
4174,15
4202,16
4233,16
4280,16
4315,16
4373,16
4424,16
4471,16
4518,16
4564,16
4611,16
4658,16
4705,16
4749,16
4796,16
4841,16
4889,16
4935,16
4981,16
5026,16
5074,16
5121,16
5169,16
5213,16
5259,16
5306,16
5353,16
5400,16
5445,16
5490,16
5536,16
5564,16
5599,16
5646,16
5692,16
5739,17
5791,17
5833,17
5895,17
5926,17
5957,17
5988,17
6035,17
6066,17
6095,17
6142,17
6187,17
6234,17
6280,18
6326,18
6372,18
6420,18
6464,18
6511,18
6556,18
6595,18
6636,18
6683,18
6728,18
6769,18
6836,18
6883,18
6935,18
6976,18
7013,18
7058,18
7106,18
7152,18
7200,18
7245,18
7291,18
7337,18
7384,18
7430,19
7476,19
7525,19
7571,19
7617,19
7649,19
7695,19
7740,19
7773,19
7818,19
7865,19
7897,19
7943,19
7989,19
8021,19
8051,19
8083,19
8113,19
8143,19
8180,19
8222,19
8253,19
8298,19
8341,19
8391,19
8438,19
8485,19
8530,19
8576,19
8622,19
8665,20
8721,20
8768,20
8815,20
8861,20
8908,20
8953,20
8998,20
9046,20
9094,20
9139,20
9185,20
9232,20
9278,20
9326,20
9372,20
9418,20
9465,20
9511,20
9556,20
9603,20
9650,20
9697,20
9745,20
9792,20
9837,20
9883,20
9929,20
9975,20
10021,20
10067,20
10098,20
10128,20
10159,20
10190,20
10220,20
10251,20
10282,20
10315,20
10345,20
10376,20
10408,20
10439,20
10468,20
10500,20
10532,20
10564,20
10594,20
10624,20
10656,20
10689,20
10733,20
10764,20
10795,20
10849,20
10896,20
10941,20
10987,20
11033,20
11079,20
11127,20
11173,20
11219,20
11267,20
11312,20
11360,20
11405,20
11452,20
11499,20
11545,20
11590,20
11637,20
11683,20
11729,20
11770,20
11807,20
11854,20
11900,20
11946,20
11994,20
12039,20
12086,20
12131,20
12162,20
12193,20
12224,20
12254,20
12286,20
12317,20
12346,20
12379,20
12424,20
12470,20
12517,20
12564,20
12612,20
12659,20
12705,20
12752,20
12798,20
12844,20
12892,20
12952,20
12998,20
13043,20
13092,20
13137,20
13184,20
13231,20
13277,20
13323,20
13369,20
13416,20
13462,20
13509,20
13554,20
13600,20
13646,20
13692,20
13740,20
13801,20
13853,20
13900,20
13947,20
13993,20
14039,20
14086,20
14132,20
14164,20
14195,20
14241,20
14273,20
14304,20
14334,20
14382,20
14411,20
14457,20
14506,20
14550,20
14598,20
14643,20
14689,20
14735,20
14777,20
14830,20
14875,20
14922,20
14967,20
15014,20
15058,20
15103,20
15150,20
15198,20
15243,20
15290,20
15338,20
15384,20
15431,20
15476,20
15523,20
15570,20
15617,20
15663,20
15711,20
15757,20
15803,20
15851,20
15897,20
15942,20
15988,20
16033,20
16078,20
16126,20
16162,20
16194,20
16224,20
16255,20
16287,20
16319,20
16350,20
16382,20
16412,20
16443,20
16474,20
16505,20
16551,20
16584,20
16644,20
16677,20
16723,20
16769,20
16816,20
16863,20
16909,20
16955,20
17003,20
17047,20
17095,20
17142,20
17204,20
17250,20
17295,20
17342,20
17389,20
17436,20
17483,20
17529,20
17575,20
17622,20
17668,20
17716,20
17761,20
17808,20
17854,20
17901,20
17947,20
