Time (ms),Engagement (%)
0,0
32,0
47,0
75,0
100,0
125,0
156,0
186,0
216,0
248,0
278,0
309,1
349,1
387,1
418,1
452,1
497,1
527,1
558,1
604,1
651,1
698,1
745,1
792,1
839,1
881,1
931,1
977,1
1017,2
1072,2
1119,3
1165,3
1213,3
1260,3
1309,3
1340,3
1372,3
1417,3
1450,3
1495,3
1542,3
1588,3
1635,3
1681,3
1728,3
1775,3
1821,3
1868,3
1916,3
1962,3
2009,3
2055,3
2100,3
2146,3
2193,3
2234,3
2268,3
2305,4
2351,4
2398,4
2444,4
2492,4
2538,4
2583,4
2630,4
2677,4
2725,4
2771,4
2817,4
2879,4
2941,4
3002,4
3048,4
3079,4
3130,4
3173,4
3217,5
3251,5
3295,5
3327,5
3374,5
3420,5
3452,5
3482,5
3512,5
3547,5
3589,6
3636,6
3683,6
3730,6
3776,6
3822,6
3869,6
3915,6
3962,6
3996,6
4033,6
4085,6
4133,6
4180,6
4227,6
4274,6
4320,6
4366,6
4413,6
4460,6
4506,6
4553,6
4599,6
4646,6
4693,6
4740,6
4788,6
4834,6
4881,6
4929,6
4976,6
5021,6
5068,6
5114,6
5161,6
5207,6
5254,6
5299,6
5347,6
5394,6
5441,6
5488,6
5535,6
5581,6
5629,6
5674,6
5720,6
5765,6
5796,6
5828,6
5859,6
5920,6
5952,6
5983,6
6030,6
6062,6
6093,6
6124,6
6169,6
6200,6
6232,6
6263,6
6294,6
6326,6
6357,6
6388,6
6420,6
6451,6
6481,6
6512,6
6543,6
6575,6
6620,6
6651,6
6683,6
6715,6
6748,6
6779,6
6810,6
6842,6
6873,6
6903,6
6935,6
6966,6
6997,6
7029,6
7060,6
7092,6
7122,6
7153,6
7184,6
7216,6
7248,6
7277,6
7309,6
7341,6
7385,6
7433,6
7480,6
7511,6
7543,6
7575,6
7606,6
7637,6
7668,6
7699,6
7731,6
7761,6
7793,6
7823,6
7855,6
7902,6
7934,6
7966,6
7997,6
8028,6
8073,6
8119,6
8167,6
8199,6
8229,6
8261,6
8292,6
8339,6
8386,6
8417,6
8449,6
8480,6
8527,6
8574,6
8605,6
8653,6
8684,6
8715,6
8761,6
8808,6
8840,6
8871,6
8917,6
8949,6
8980,6
9026,6
9072,6
9120,6
9293,6
9338,6
9385,6
9434,6
9466,6
9496,6
9527,6
9559,6
9606,6
9636,6
9669,6
9699,6
9732,6
9763,6
9794,6
9825,6
9856,6
9888,6
9919,6
9950,6
9982,6
10013,6
10044,6
10075,6
10106,6
10136,6
10168,6
10213,6
10261,6
10307,6
10353,6
10400,6
10448,6
10493,6
10541,6
10587,6
10633,6
10680,6
10728,6
10775,6
10822,6
10869,6
10911,6
10962,6
11009,6
11056,6
11103,6
11150,6
11197,6
11243,6
11289,6
11336,6
11384,6
11429,6
11477,6
11524,6
11570,6
11617,6
11664,6
11712,6
11756,6
11804,6
11850,6
11897,6
11943,6
11990,6
12036,6
12083,6
12130,6
12178,6
12226,6
12273,6
12319,6
12366,6
12412,6
12457,6
12505,6
12553,6
12600,6
12648,6
12694,6
12741,6
12787,6
12833,6
12880,6
12928,6
12974,6
13020,6
13068,6
13115,6
13162,6
13209,6
13256,6
13304,6
13348,6
13396,6
13443,6
13488,6
13534,6
13582,6
13630,6
13677,6
13724,6
13771,6
13817,6
13863,6
13906,6
13959,6
14006,6
14054,6
14100,6
14146,6
14193,6
14240,6
14287,6
14334,6
14381,6
14428,6
14476,6
14522,6
14569,6
14617,6
14664,6
14711,6
14759,6
14806,6
14853,6
14901,6
14947,6
14994,6
15040,6
15086,6
15131,6
15178,6
15226,6
15273,6
15320,6
15366,6
15413,6
15461,6
15508,6
15554,6
15602,6
15642,6
15696,6
15743,6
15790,6
15827,7
15868,7
15915,7
15962,7
16006,7
16056,7
16103,7
16151,7
16187,7
16231,7
16276,7
16323,7
16384,7
16431,7
16479,7
16526,7
16573,7
16605,7
16651,7
16683,7
16729,7
16776,7
16822,7
16868,7
16915,7
16961,7
17008,7
17056,7
17103,7
17150,7
17197,6
17243,6
17288,6
17335,6
17383,6
17430,6
17476,6
17523,6
17569,6
17616,6
17664,6
17711,6
17759,6
17807,6
17853,6
17900,6
17947,6
17993,6
18040,6
18088,6
18134,6
18182,6
18229,6
18277,6
18309,6
18341,6
18371,6
18402,6
18434,6
18464,6
18496,6
18528,6
18559,6
18592,6
18623,6
18655,6
18686,6
18717,6
18748,6
18781,6
18811,6
18843,6
18873,6
18920,6
18952,6
18983,6
19013,6
19044,6
19075,6
19106,6
19137,6
19168,6
19215,6
19246,6
19278,6
19310,6
19342,6
19373,6
19404,6
19436,6
19467,6
19498,6
19530,6
19561,6
19593,6
19624,6
19655,6
19687,6
19718,6
19749,6
19781,6
19812,6
19844,6
19873,6
19920,6
19951,6
19983,6
20015,6
20047,6
20078,6
20109,6
20141,6
20188,6
20219,6
20267,6
20314,6
20360,6
20393,6
20441,6
20488,6
20534,6
20581,6
20628,6
20674,6
20722,6
20769,6
20816,6
20863,6
20903,6
20939,6
20986,6
21031,6
21063,6
21109,6
21141,6
21187,6
21219,6
21265,6
21296,6
21327,6
21358,6
21389,6
21420,6
21453,6
21483,6
21515,6
21545,6
21575,6
21608,6
21638,6
21670,6
21700,6
21731,6
21763,6
21795,6
21825,6
21856,6
21887,6
21934,6
21965,6
21997,6
22028,6
22060,6
22091,6
22122,6
22154,6
22199,6
22231,6
22263,6
22293,6
22324,6
22355,6
22387,6
22433,6
22465,6
22496,6
22543,6
22575,6
22606,6
22638,6
22668,6
22701,6
22732,6
22763,6
22793,6
22825,6
22856,6
22888,6
22936,6
22966,6
22998,6
23029,6
23061,6
23090,6
23122,6
23154,6
23184,6
23216,6
23248,6
23279,6
23310,6
23342,6
23373,6
23405,6
23435,6
23466,6
23497,6
23528,6
23560,6
23591,6
23621,6
23652,6
23698,6
23746,6
23777,6
23823,6
23870,6
23912,6
23964,6
23995,6
24026,6
24057,6
24106,6
24152,6
24183,6
24215,6
24246,6
24292,6
24339,6
24385,6
24432,6
24481,6
24511,6
24558,6
24604,6
24651,6
24699,6
24746,6
24777,6
24824,6
24856,6
24888,6
24933,6
24965,6
24997,6
25028,6
25060,6
25092,6
25121,6
25152,6
25183,6
25215,6
25247,6
25277,6
25309,6
25341,6
25373,6
25404,6
25435,6
25466,6
25498,6
25530,6
25561,6
25592,6
25623,6
25653,6
25684,6
25715,6
25746,6
25777,6
25824,6
25869,6
25912,6
25964,6
26011,6
26042,6
26073,6
26106,6
26139,6
26169,6
26200,6
26231,6
26261,6
26293,6
26324,6
26356,6
26387,6
26418,6
26450,6
26481,6
26512,6
26544,6
26575,6
26608,6
26639,6
26671,6
26702,6
26734,6
26766,6
26812,6
26859,6
26890,6
26953,6
26984,6
27015,6
27046,6
27077,6
27108,6
27139,6
27170,6
27200,6
27232,6
27264,6
27295,6
27326,6
27357,6
27389,6
27437,6
27467,6
27498,6
27529,6
27562,6
27609,6
27641,6
27687,6
27719,6
27750,6
27797,6
27826,6
27859,6
27888,6
27952,6
27984,6
28030,6
28062,6
28093,6
28125,6
28156,6
28203,6
28235,6
28280,6
28311,6
28343,6
28374,6
28405,6
28437,6
28466,6
28497,6
28528,6
28559,6
28591,6
28623,6
28653,6
28685,6
28715,6
28747,6
28778,6
28809,6
28840,6
28873,6
28919,6
28950,6
28980,6
29011,6
29043,6
29075,6
29105,6
29153,6
29186,6
29216,6
29249,6
29279,6
29311,6
29342,6
29373,6
29405,6
29437,6
29467,6
29498,6
29530,6
29561,6
29592,6
29623,6
29654,6
29686,6
29715,6
29746,6
29793,6
29824,6
29855,6
29903,6
29948,6
29979,6
30026,6
30073,6
30120,6
30153,6
30183,6
30215,6
30246,6
30277,6
30308,6
30355,6
30400,6
30448,6
30494,6
30541,6
30587,6
30633,6
30681,6
30726,6
30774,6
30821,6
30869,6
30910,6
30962,6
31009,6
31056,6
31104,6
31151,6
31183,6
31215,6
31246,6
31277,6
31309,6
31338,6
31385,6
31432,6
31479,6
31526,6
31573,6
31634,6
31681,6
31727,6
31774,6
31822,6
31868,6
31910,6
31961,6
32008,6
32054,6
32101,6
32147,6
32194,6
32241,6
32288,6
32336,6
32383,6
32430,6
32476,6
32525,6
32571,6
32617,6
32665,6
32711,6
32757,6
32806,6
32852,6
32898,6
32945,6
32992,6
33039,6
33086,6
33132,6
33180,6
33226,6
33272,6
33319,6
33365,6
33413,6
33459,6
33507,6
33553,6
33599,6
33645,6
33692,6
33740,6
33786,6
33833,6
33880,6
33926,6
33973,6
34020,6
34067,6
34114,6
34161,6
34208,6
34256,6
34302,6
34348,6
34395,6
34442,6
34488,6
34535,6
34583,6
34630,6
34676,6
34723,6
