Time (ms),Engagement (%)
70,0
118,0
132,0
150,1
182,2
214,2
243,3
279,3
305,3
342,4
391,4
430,5
462,5
494,6
525,6
559,7
614,7
662,8
702,8
751,8
791,9
822,9
854,9
886,10
919,10
966,11
1015,11
1057,12
1095,12
1143,12
1191,13
1231,13
1263,13
1296,14
1342,14
1389,14
1439,15
1487,15
1526,15
1558,16
1596,16
1642,16
1689,16
1737,16
1776,16
1809,17
1837,17
1886,17
1920,17
1975,18
2015,18
2062,18
2108,18
2138,18
2183,18
2215,19
2247,19
2297,20
2342,20
2375,21
2416,21
2450,21
2497,21
2528,21
2575,21
2606,21
2669,22
2700,22
2732,22
2763,22
2794,22
2840,22
2872,22
2917,22
2951,23
3010,23
3043,23
3075,23
3105,23
3136,23
3167,23
3199,23
3229,23
3261,23
3293,23
3341,24
3371,24
3417,24
3449,24
3480,24
3510,24
3542,24
3588,24
3619,24
3650,24
3682,24
3712,24
3757,24
3803,24
3840,24
3873,24
3919,25
3958,25
4015,26
4066,26
4102,26
4142,26
4206,27
4254,27
4300,27
4346,27
4393,27
4441,27
4489,27
4536,27
4575,27
4613,27
4660,27
4706,27
4753,27
4793,28
4823,28
4856,29
4904,29
4951,30
4998,30
5046,31
5088,32
5118,32
5150,33
5182,33
5214,34
5268,34
5314,34
5361,34
5407,34
5452,34
5501,34
5546,34
5594,34
5641,34
5687,34
5735,34
5781,34
5827,34
5873,34
5919,34
5967,34
6014,34
6063,34
6105,33
6136,33
6185,33
6231,33
6279,33
6326,33
6387,33
6435,33
6481,33
6528,33
6574,33
6621,33
6650,33
6682,33
6713,33
6744,33
6776,33
6806,33
6839,33
6870,33
6902,33
6933,33
6964,33
6995,33
7041,33
7073,33
7121,33
7169,33
7216,33
7261,33
7293,33
7324,33
7371,33
7401,33
7432,33
7462,33
7508,33
7555,33
7601,33
7647,33
7694,33
7740,33
7788,33
7835,33
7882,33
7928,33
7975,33
8016,33
8067,33
8114,33
8161,33
8210,33
8255,33
8303,33
8349,33
8396,33
8442,33
8489,33
8536,33
8584,33
8632,33
