Time (ms),Engagement (%)
0,0
10,0
50,0
98,0
116,1
165,1
220,1
262,1
312,1
351,2
389,2
436,2
483,2
530,2
573,3
623,3
669,3
725,3
772,3
807,4
839,4
884,4
932,4
979,4
1042,4
1088,4
1150,5
1198,5
1244,5
1291,5
1348,6
1401,6
1447,6
1493,6
1541,7
1589,7
1637,8
1686,9
1726,9
1787,9
1828,9
1876,9
1916,10
1964,10
2013,11
2060,11
2114,11
2157,11
2207,12
2253,12
2293,12
2344,12
2389,13
2436,13
2485,13
2532,13
2579,13
2626,13
2671,13
2717,13
2759,13
2810,14
2855,14
2902,14
2949,14
2996,14
3043,14
3089,14
3134,14
3181,14
3228,14
3274,14
3320,14
3350,14
3397,14
3445,14
3492,14
3540,14
3586,14
3632,14
3668,14
3725,14
3787,14
3823,15
3876,15
3914,15
3966,16
4013,17
4061,17
4102,18
4148,18
4208,19
4244,20
4295,20
4342,21
4390,22
4431,22
4484,23
4534,23
4580,23
4628,23
4675,23
4722,23
4761,23
4813,24
4863,24
4901,24
4957,24
5004,24
5051,24
5097,24
5144,24
5190,24
5236,24
5282,24
5330,24
5376,24
5422,25
5469,25
5516,26
5563,26
5609,26
5654,26
5702,26
5743,26
5788,27
5836,28
5887,28
5948,29
5996,29
6043,29
6089,29
6135,29
6181,29
6228,29
6275,29
6322,29
6368,29
6415,29
6461,29
6522,29
6584,29
6616,29
6664,29
6725,29
6770,29
6818,29
6865,29
6912,29
6958,29
7005,29
7066,29
7113,29
7160,29
7207,29
7253,29
7300,29
7347,29
7394,29
7441,29
7487,29
7533,29
7580,29
7626,29
7672,29
7716,29
7760,30
7805,30
7841,30
7888,30
7935,30
7982,30
8029,30
8074,30
8119,30
8166,30
8213,30
8276,30
8327,31
8365,31
8418,31
8464,32
8508,32
8558,32
8606,33
8655,33
8703,33
8751,34
8805,34
8853,34
8901,34
8947,34
9004,35
9056,35
9110,35
9164,35
9226,35
9289,36
9319,36
9381,36
9429,36
9460,36
9490,36
9553,36
9585,36
9632,36
9679,36
9726,36
9788,36
9845,36
9897,36
9945,36
9990,36
10038,36
10086,36
10148,36
10195,37
10255,37
10301,37
10349,37
10395,37
10442,37
10490,37
10533,37
10583,37
10628,37
10674,37
10721,38
10765,38
10806,38
10861,38
10901,38
10957,38
10999,39
11044,39
11095,39
11140,39
11181,39
11236,40
11277,40
11328,40
11374,40
11420,40
11467,40
11509,41
11560,41
11606,41
11652,41
11699,41
11746,41
11789,41
11839,41
11887,41
11934,41
11981,41
12029,41
12075,41
12136,41
12184,41
12230,41
12275,41
12323,41
12370,41
12417,41
12462,41
12509,42
12556,42
12603,42
12650,42
12696,42
12758,42
12805,42
12852,42
12898,42
12945,42
12992,42
13054,42
13100,42
13148,42
13194,42
13256,42
13302,42
13348,42
13394,42
13441,42
13488,42
13534,42
13580,42
13626,42
13673,42
13719,42
13767,42
13813,42
13859,42
13906,42
13954,42
14002,42
14048,42
14096,42
14143,42
14190,42
14237,42
14298,42
14345,42
14391,42
14438,42
14485,42
14531,42
14577,42
14624,42
14671,42
14717,42
14764,42
14811,42
14859,42
14905,42
14952,42
14997,42
15043,42
15091,42
15138,42
15185,42
15232,42
15279,42
15324,42
15372,42
15420,42
15467,42
15514,42
15561,42
15608,42
15654,42
15702,42
15748,42
15792,42
15845,42
15891,42
15937,42
15982,42
16028,42
16075,43
16119,43
16183,44
16229,44
16276,44
16324,44
16369,44
16416,44
16462,44
16508,45
16564,45
16600,45
16665,45
