Time (ms),Engagement (%)
32,1
88,1
109,2
152,2
184,2
222,3
260,3
293,3
340,4
372,4
420,5
467,6
509,7
540,8
577,9
618,10
650,10
681,11
713,11
754,11
795,12
842,12
889,13
938,13
985,13
1046,13
1093,13
1139,13
1186,13
1248,13
1294,13
1336,14
1398,14
1443,14
1495,14
1537,14
1584,14
1625,15
1677,15
1725,15
1770,15
1815,15
1865,15
1910,15
1958,15
2003,16
2051,16
2094,16
2143,16
2182,16
2215,17
2246,17
2281,17
2326,17
2374,17
2419,17
2466,17
2511,17
2558,17
2590,17
2635,17
2667,17
2698,17
2744,17
2777,17
2809,17
2855,17
2902,17
2950,17
2995,17
3043,17
3089,17
3136,17
3188,17
3235,17
3279,17
3311,17
3341,17
3374,17
3404,17
3435,17
3466,17
3497,17
3529,17
3561,17
3605,17
3637,17
3683,17
3731,17
3777,17
3822,17
3869,17
3917,17
3962,17
4009,17
4054,17
4100,17
4148,17
4195,17
4240,17
4286,17
4333,17
4381,17
4427,17
4474,17
4520,17
4568,17
4614,17
4661,17
4707,17
4753,17
4801,17
4846,17
4893,17
4940,17
4986,17
5032,17
5077,17
5123,17
5169,17
5216,17
5262,17
5293,17
5323,17
5353,17
5385,17
5416,17
5448,17
5478,17
5509,17
5555,18
5589,18
5631,18
5676,18
5724,18
5771,18
5817,18
5864,18
5910,18
5957,18
6002,18
6049,18
6096,18
6142,18
6190,18
6234,18
6280,18
6335,18
6381,18
6429,18
6475,18
6521,18
6567,18
6615,18
6660,18
6707,18
6751,18
6815,18
6863,18
6910,18
6955,18
7002,18
7064,18
7110,18
7160,18
7202,18
7249,17
7297,17
7343,17
7390,17
7437,17
7484,17
7531,17
7577,17
7623,17
7670,17
7716,17
7762,17
7794,17
7839,17
7878,17
7918,17
7966,17
8026,17
8073,17
8104,17
8152,17
8197,17
8261,17
8321,17
8367,17
8399,17
8429,17
8461,17
8492,17
8522,17
8553,17
8584,17
8631,17
8661,17
8716,17
8748,17
8778,17
8809,17
8840,17
8886,17
8901,17
8955,17
8994,17
9041,17
9088,17
9134,17
9179,17
9225,17
9273,17
9319,17
9372,17
9419,17
9465,17
9512,17
9559,17
9605,17
9652,17
9698,17
9744,17
9792,17
9839,17
9886,17
9933,17
9982,17
10028,17
10075,17
10121,17
10168,17
10216,17
10263,17
10309,17
10355,17
10401,17
10449,17
10494,17
10541,17
10581,17
10633,17
10675,18
10723,18
10773,18
10818,18
10865,19
10906,21
10954,24
11001,26
11049,27
11098,28
11145,28
11188,28
11237,29
11281,29
11346,29
11393,29
11440,29
11489,30
11529,30
11562,31
11624,31
11680,31
11726,31
11775,32
11819,32
11864,32
11910,32
11941,32
11973,32
12021,32
12067,32
12112,32
12144,32
12175,32
12205,32
12252,32
12299,32
12345,32
12388,32
12428,32
12483,32
12528,32
12575,32
12620,32
12667,32
12714,31
12761,31
12807,31
12853,31
12897,31
12947,31
12992,31
13039,31
13085,31
13132,31
13179,31
13226,31
13273,31
13318,31
13366,31
13419,31
13466,31
13513,31
13561,31
13607,31
13653,31
13700,31
13746,31
13791,31
13839,31
13886,31
13933,31
13980,31
14026,31
14073,31
14120,31
14166,31
14213,31
14258,31
14306,31
14353,30
14412,30
14460,30
14508,30
14555,30
14601,30
14648,30
14695,30
14740,30
14788,30
14834,30
14881,30
14922,30
14958,30
15006,30
15053,30
15101,30
15148,30
15194,30
15240,30
15287,30
15334,30
15378,30
15426,30
15472,30
15516,30
15549,30
15594,30
15626,31
15658,32
15705,34
15753,35
15794,36
15833,37
15872,38
15904,39
15944,40
15982,41
16016,41
16072,43
16111,44
16161,44
16221,44
16252,44
16283,44
16331,44
16377,44
16424,44
16470,44
16517,44
16562,44
16599,44
16641,44
16687,44
16734,44
16780,44
16824,44
16870,44
16909,43
16949,43
16990,43
17039,42
17092,42
17133,42
17182,41
17221,41
17255,41
17299,40
17347,40
17396,40
17436,39
17469,39
17500,39
17553,39
17594,39
17642,38
17691,38
17736,38
17784,38
17840,37
17885,37
17938,37
17983,37
18030,37
18076,37
18123,36
18166,36
18218,36
18264,36
18311,36
18358,36
18406,36
18445,36
18499,36
18544,36
18591,36
18638,36
18685,36
18733,36
